19.04.2015                                                                                  Dynamic List Display                                                                                          1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  OLTPSOURCE                    |LOGSYS    |OBJVERS|ISOURCE                      |TRANSTRU                  |ISOSTYPE|ISTYPE|TSTPNM  |           TIMESTMP|CONTREL|       CONTTIMESTMP|ISSRCTYPE|INVISIBLE|
|  0APO_BESKZ_TEXT               |P2SCLNT023|D      |0APO_BESKZ                   |X                         |O       |T     |        |                 0 |2.0/02 |20,000,321,165,642 |         |         |
|  0APO_LANE_ATTR                |P2SCLNT023|A      |ZAPO_LANE                    |0APO_LANE_ATTR_PD         |O       |M     |L324925 |20,060,908,213,626 |       |                 0 |         |         |
|  0APO_LOCNO_ATTR               |P2SCLNT023|A      |0APO_LOCNO_ATTR              |0APO_LOCNO_ATTR_PD        |I       |D     |        |                 0 |3.5/03 |20,040,811,092,816 |         |         |
|  0APO_LOCNO_ATTR               |P2SCLNT023|D      |0APO_LOCNO_ATTR              |X                         |I       |D     |        |                 0 |3.5/03 |20,040,811,092,816 |         |         |
|  0APO_LOCNO_TEXT               |P2SCLNT023|A      |0APO_LOCNO_TEXT              |0APO_LOCNO_TEXT_PD        |I       |D     |L324925 |20,060,908,222,617 |3.0/02 |20,020,503,101,845 |         |         |
|  0APO_LOCNO_TEXT               |P2SCLNT023|D      |0APO_LOCNO_TEXT              |X                         |I       |D     |        |                 0 |3.0/02 |20,020,503,101,845 |         |         |
|  0APO_LOCTYP_TEXT              |P2SCLNT023|A      |0APO_LOCTYP                  |0APO_LOCTYP_TEXT_PD       |O       |T     |        |                 0 |3.0/02 |20,020,424,155,250 |         |         |
|  0APO_LOCTYP_TEXT              |P2SCLNT023|D      |0APO_LOCTYP                  |X                         |O       |T     |        |                 0 |3.0/02 |20,020,424,155,250 |         |         |
|  0APO_LPROD_ATTR               |P2SCLNT023|A      |ZX_0APO_LPROD_ATTR           |0APO_LPROD_ATTR_PD        |I       |D     |L324925 |20,060,926,200,801 |       |                 0 |         |         |
|  0APO_LPROD_ATTR               |P2SCLNT023|D      |0APO_LPROD                   |X                         |O       |M     |        |                 0 |3.5/03 |20,040,813,105,802 |         |         |
|  0APO_MODEL_ATTR               |P2SCLNT023|D      |0APO_MODEL                   |X                         |O       |M     |        |                 0 |2.0/02 |20,000,320,180,904 |         |         |
|  0APO_MODEL_TEXT               |P2SCLNT023|D      |0APO_MODEL                   |X                         |O       |T     |        |                 0 |2.0/02 |20,000,320,175,944 |         |         |
|  0APO_MSP_ALERT                |P2SCLNT023|D      |0APO_MSP_4                   |X                         |I       |D     |        |                 0 |3.5/02 |20,040,206,174,819 |         |         |
|  0APO_MSP_ALERT_TEXT           |P2SCLNT023|D      |0MSP_ATID                    |X                         |O       |T     |        |                 0 |3.5/02 |20,040,205,061,523 |         |         |
|  0APO_MSP_CHECK_ORDER          |P2SCLNT023|D      |0APO_MSP_3                   |X                         |I       |D     |        |                 0 |3.5/02 |20,040,206,174,923 |         |         |
|  0APO_MSP_CHECK_TASKLIST_TEXT  |P2SCLNT023|D      |0MSP_MTLNO                   |X                         |O       |T     |        |                 0 |3.5/02 |20,040,205,061,634 |         |         |
|  0APO_MSP_CHECK_TYPE_TEXT      |P2SCLNT023|D      |0MSP_CHKTYP                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,205,061,711 |         |         |
|  0APO_MSP_DEMAND               |P2SCLNT023|D      |0APO_MSP_1                   |X                         |I       |D     |        |                 0 |3.5/02 |20,040,209,142,946 |         |         |
|  0APO_MSP_MAINT_OBJECT_GRP_TEXT|P2SCLNT023|D      |0MSP_MOBJGR                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,206,172,237 |         |         |
|  0APO_MSP_MAINT_OBJECT_TEXT    |P2SCLNT023|D      |0MSP_MOBJNO                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,206,173,456 |         |         |
|  0APO_MSP_MAINT_OBJ_PRF_ATTR   |P2SCLNT023|D      |0MSP_MOBJPR                  |X                         |O       |M     |        |                 0 |3.5/02 |20,040,206,174,621 |         |         |
|  0APO_MSP_MAINT_PROFILE_TEXT   |P2SCLNT023|D      |0MSP_MCYCNO                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,206,174,413 |         |         |
|  0APO_MSP_PLANNING_TYPE_TEXT   |P2SCLNT023|D      |0MSP_PLANTY                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,205,062,208 |         |         |
|  0APO_MSP_SLOT                 |P2SCLNT023|D      |0APO_MSP_2                   |X                         |I       |D     |        |                 0 |3.5/03 |20,051,026,123,314 |         |         |
|  0APO_MSP_SLOT_TASKLIST_TEXT   |P2SCLNT023|D      |0MSP_STLNO                   |X                         |O       |T     |        |                 0 |3.5/02 |20,040,205,062,310 |         |         |
|  0APO_ORDETP_TEXT              |P2SCLNT023|D      |0APO_ORDETP                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,321,165,642 |         |         |
|  0APO_PERIOD_TEXT              |P2SCLNT023|D      |0APO_PERIOD                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,321,165,642 |         |         |
|  0APO_PLNNR_ATTR               |P2SCLNT023|A      |0APO_PLNNR                   |0APO_PLNNR_ATTR_PD        |O       |M     |10131153|20,100,604,123,256 |       |                 0 |         |         |
|  0APO_PLNNR_ATTR               |P2SCLNT023|D      |0APO_PLNNR                   |X                         |O       |M     |        |                 0 |2.0/02 |20,000,317,070,252 |         |         |
|  0APO_PLNNR_TEXT               |P2SCLNT023|A      |0APO_PLNNR                   |0APO_PLNNR_TEXT_PD        |O       |T     |10131153|20,100,603,152,834 |       |                 0 |         |         |
|  0APO_PLNNR_TEXT               |P2SCLNT023|D      |0APO_PLNNR                   |X                         |O       |T     |        |                 0 |2.0/02 |20,000,317,070,153 |         |         |
|  0APO_PLVERS_ATTR              |P2SCLNT023|D      |0APO_PLVERS                  |X                         |O       |M     |        |                 0 |2.0/02 |20,000,320,175,944 |         |         |
|  0APO_PLVERS_TEXT              |P2SCLNT023|D      |0APO_PLVERS                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,320,175,944 |         |         |
|  0APO_PPDS_OPERATION_01        |P2SCLNT023|D      |0APO_PPDS_OPERATION_01       |X                         |I       |D     |        |                 0 |2.0/02 |20,000,414,170,845 |         |         |
|  0APO_PPDS_ORDER_01            |P2SCLNT023|D      |0APO_PPDS_ORDER_01           |X                         |I       |D     |        |                 0 |3.2/01 |20,030,127,153,843 |         |         |
|  0APO_PPDS_PROD_CUST_01        |P2SCLNT023|D      |0APO_PPDS_PROD_CUST_01       |X                         |I       |D     |        |                 0 |7.0/03 |20,061,122,143,401 |         |         |
|  0APO_PPDS_RESCAPREQ_01        |P2SCLNT023|D      |0APO_PPDS_RESCAPREQ_01       |X                         |I       |D     |        |                 0 |2.0/02 |20,000,414,154,424 |         |         |
|  0APO_PPM_ATTR                 |P2SCLNT023|D      |0APO_PPM                     |X                         |O       |M     |        |                 0 |2.0/02 |20,000,414,174,638 |         |         |
|  0APO_PPM_TEXT                 |P2SCLNT023|D      |0APO_PPM                     |X                         |O       |T     |        |                 0 |2.0/02 |20,000,414,175,005 |         |         |
|  0APO_PPS_CDS_01               |P2SCLNT023|D      |0APO_PPDS_CDS_1              |X                         |I       |D     |        |                 0 |3.3/01 |20,030,714,121,145 |         |         |
|  0APO_PROD_ATTR                |P2SCLNT023|A      |0APO_PROD_ATTR               |0APO_PROD_ATTR_PD         |I       |D     |L324925 |20,060,908,222,654 |3.0/02 |20,020,415,114,304 |         |         |
|  0APO_PROD_ATTR                |P2SCLNT023|D      |0APO_PROD_ATTR               |X                         |I       |D     |        |                 0 |7.0/02 |20,050,708,102,119 |         |         |
|  0APO_PROD_TEXT                |P2SCLNT023|A      |0APO_PROD_TEXT               |0APO_PROD_TEXT_PD         |I       |D     |L324925 |20,060,908,222,934 |3.0/02 |20,020,415,114,924 |         |         |
|  0APO_PROD_TEXT                |P2SCLNT023|D      |0APO_PROD_TEXT               |X                         |I       |D     |        |                 0 |3.0/02 |20,020,415,114,924 |         |         |
|  0APO_RESART_TEXT              |P2SCLNT023|D      |0APO_RESART                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,321,165,642 |         |         |
|  0APO_RESNAM_ATTR              |P2SCLNT023|D      |0APO_RESNAM                  |X                         |O       |M     |        |                 0 |2.0/02 |20,000,317,131,943 |         |         |
|  0APO_RESNAM_TEXT              |P2SCLNT023|D      |0APO_RESNAM                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,317,123,839 |         |         |
|  0APO_RRPTYP_TEXT              |P2SCLNT023|D      |0APO_RRPTYP                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,321,165,642 |         |         |
|  0APO_RTYPE_TEXT               |P2SCLNT023|D      |0APO_RTYPE                   |X                         |O       |T     |        |                 0 |2.0/02 |20,000,321,165,642 |         |         |
|  0APO_SUBLOC_TEXT              |P2SCLNT023|D      |0APO_SUBLOC                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,321,165,642 |         |         |
|  0APO_TRTYPE_TEXT              |P2SCLNT023|A      |0APO_TTYPE                   |0APO_TRTYPE_TEXT_PD       |O       |T     |L324925 |20,060,908,220,904 |       |                 0 |         |         |
|  0APO_TRTYPE_TEXT              |P2SCLNT023|D      |0APO_TTYPE                   |X                         |O       |T     |        |                 0 |7.0/02 |20,050,825,124,947 |         |         |
|  0APO_WHTBOM_TEXT              |P2SCLNT023|D      |0APO_WHTBOM                  |X                         |O       |T     |        |                 0 |2.0/02 |20,000,321,165,642 |         |         |
|  0APPLACTION_TEXT              |P20CLNT023|D      |0APPLACTION                  |X                         |O       |T     |        |                 0 |3.3/01 |20,030,702,105,000 |         |         |
|  0APPLGROUP_TEXT               |P20CLNT023|D      |0APPLGROUP                   |X                         |O       |T     |        |                 0 |3.3/01 |20,030,702,104,629 |         |         |
|  0APPLICANT_ATTR               |P20CLNT023|D      |0APPLICANT                   |X                         |O       |M     |        |                 0 |3.3/01 |20,030,702,104,537 |         |         |
|  0APPLICANT_TEXT               |P20CLNT023|D      |0APPLICANT                   |X                         |O       |T     |        |                 0 |3.1/01 |20,020,801,165,129 |         |         |
|  0APPLIC_ACT_ATTR              |P20CLNT023|D      |0APPLIC_ACT                  |X                         |O       |M     |        |                 0 |3.5/02 |20,040,312,080,820 |         |         |
|  0APPLIC_ATTR                  |P20CLNT023|D      |0APPLIC                      |X                         |O       |M     |        |                 0 |3.5/02 |20,040,312,081,413 |         |         |
|  0APPLIC_TD_ATTR               |P20CLNT023|D      |0APPLIC                      |X                         |O       |M     |        |                 0 |3.5/02 |20,040,312,081,432 |         |         |
|  0APPLSGROUP_TEXT              |P20CLNT023|D      |0APPLSGROUP                  |X                         |O       |T     |        |                 0 |3.3/01 |20,030,702,104,829 |         |         |
|  0APPLSTATUS_TEXT              |P20CLNT023|D      |0APPLSTATUS                  |X                         |O       |T     |        |                 0 |3.3/01 |20,030,702,122,837 |         |         |
|  0APPLSTREA_TEXT               |P20CLNT023|D      |0APPLSTREA                   |X                         |O       |T     |        |                 0 |3.3/01 |20,030,702,105,046 |         |         |
|  0APPL_SRC_ATTR                |P20CLNT023|D      |0APPL_SRC                    |X                         |O       |M     |        |                 0 |3.5/02 |20,040,312,081,821 |         |         |
|  0APPL_SRC_TEXT                |P20CLNT023|D      |0APPL_SRC                    |X                         |O       |T     |        |                 0 |3.5/02 |20,040,302,171,425 |         |         |
|  0APPL_STAT_TEXT               |P20CLNT023|D      |0APPL_STAT                   |X                         |O       |T     |        |                 0 |3.5/02 |20,031,218,123,956 |         |         |
|  0APPL_STYPE_TEXT              |P20CLNT023|D      |0APPL_STYPE                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,312,083,032 |         |         |
|  0APPRAISAL_ATTR               |P20CLNT023|D      |0APPRAISAL                   |X                         |O       |M     |        |                 0 |3.3/01 |20,030,702,125,038 |         |         |
|  0APPRAISAL_TEXT               |P20CLNT023|D      |0APPRAISAL                   |X                         |O       |T     |        |                 0 |2.0/02 |20,000,329,155,852 |         |         |
|  0APPRAISEE_TEXT               |P20CLNT023|D      |0APPRAISEE                   |X                         |O       |T     |        |                 0 |3.3/01 |20,030,702,124,541 |         |         |
|  0APPRAISER_TEXT               |P20CLNT023|D      |0APPRAISER                   |X                         |O       |T     |        |                 0 |3.3/01 |20,030,702,124,429 |         |         |
|  0APPR_REQU_ATTR               |P20CLNT023|D      |0APPR_REQU_ATTR              |X                         |I       |D     |        |                 0 |3.2/01 |20,030,115,102,547 |         |         |
