19.04.2015                                                                                                                                                                                                                                                                                      Dynamic List Display                                                                                                                                                                                                                                                                                              1
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  TRANID                          |OBJVERS|OBJSTAT|CONTREL|       CONTTIMESTMP|OWNER   |BWAPPL|ACTIVFL|TSTPNM  |           TIMESTMP|SOURCETYPE|SOURCESUBTYPE|SOURCENAME                              |TARGETTYPE|TARGETSUBTYPE|TARGETNAME                |STARTROUTINE             |ENDROUTINE               |EXPERT                   |GLBCODE                  |TRANPROG                 |VERSION_CUR|TARGET_TAB_TYPE|IS_SHADOW|SHADOW_TRANID                   |GLBCODE2                 |ALL_FIELDS|ORGTRANID                       |TXTSH|TXTMD|TXTLG                                                       |
|  006VZHIVBW5WESHYU18I27KM0N9G478H|D      |INA    |7.0/04 |20,100,302,132,808 |SAP     |      |       |SAP     |20,100,302,132,808 |RSDS      |             |0DF_IS_DFS_53                 R/3700    |ODSO      |             |0DF_DS53                  |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  006ZWMHZRIR80WR00ZX4JNF16N1TXGW7|D      |INA    |7.0/03 |20,070,823,100,757 |SAP     |      |X      |SAP     |20,070,823,100,757 |RSDS      |             |0FI_AR_30                     P20CLNT023|CUBE      |             |0FIAR_C30                 |                         |                         |                         |                         |                         |         0 |               |         |0GTYPFWEP6NFTRO6QT2TIM492VU6019B|                         |          |0GTYPFWEP6NFTRO6QT2TIM492VU6019B|     |     |                                                            |
|  0070ILKZRKBGRA9G5B57QQPUBFPEQCYC|D      |INA    |7.0/03 |20,071,224,042,103 |SAP     |      |X      |SAP     |20,071,224,042,103 |RSDS      |             |0GAE_ROLDTLS_TEXT             ZFLATF_2ND|IOBJ      |TEXT         |0GAE_RLPRLN               |                         |                         |                         |4GWAZXSH6V4LS1US12HLPE2I5|                         |         0 |               |         |0GI7LQ8DZQQYUPL67ZBV28HJJF5O4OGX|4GWAZY05PTQBAOE86WJXZG17X|          |0GI7LQ8DZQQYUPL67ZBV28HJJF5O4OGX|     |     |                                                            |
|  0078NE1RSVZCUVW3VZ0XI8MOX8R7R8G1|D      |INA    |7.0/04 |20,080,624,225,822 |SAP     |      |       |SAP     |20,080,624,225,822 |RSDS      |             |0GCC_EXTOBJ                   GAC000    |ODSO      |             |0GCC_EXID                 |                         |                         |                         |49SFL05MHL66N50QZ4V6CAWUU|                         |         0 |               |X        |                                |49SFL0DB0JRW5RK74YXIMCVKM|          |                                |     |     |                                                            |
|  007K97PS3LVB8NDEG7C3MORS228496SQ|D      |INA    |7.0/03 |20,071,210,073,506 |SAP     |      |       |SAP     |20,071,210,073,506 |RSDS      |             |0GAE_SOD_FUNC                 ZFLATF_2ND|ODSO      |             |0GAE_SODF                 |                         |                         |                         |                         |                         |         0 |               |         |0MA69HJCK0WVR1KUZDGO44YDQQGS4IFZ|                         |          |0MA69HJCK0WVR1KUZDGO44YDQQGS4IFZ|     |     |                                                            |
|  007KFMIWD3QSEJA45MT67PMHLMOBHNZV|D      |INA    |7.0/03 |20,071,121,211,228 |SAP     |      |       |SAP     |20,071,121,211,228 |RSDS      |             |0GCC_GENOBJ_ROLE_TEXT         SAP_DEMO  |IOBJ      |TEXT         |0GCC_ROLE                 |                         |                         |                         |                         |                         |         0 |               |         |0NBNBRRDXJVG6VKQOY8BVNXBZHZCLQO3|                         |          |0NBNBRRDXJVG6VKQOY8BVNXBZHZCLQO3|     |     |                                                            |
|  007OAFAD4RMOECFCOGN6QUWSTB9SOMF9|A      |ACT    |       |                 0 |10164990|      |X      |DDIC    |20,140,419,221,744 |RSDS      |             |ZCRM_ERP_IDENTFICATION        P2CCLNT023|IOBJ      |ATTR         |ZCRM_PROD                 |                         |                         |                         |4XKYQMRV8TF3P0YNFGXVZI0C4|4MTSNTACWG6BJ87LGL1U457HP|         0 |               |         |                                |4XKYQMZJRS0T7NI3LB089JZ1W|          |09XCY8BLLN51JE39AEAHFWF4RBB8DJ35|     |     |                                                            |
|  007OAFAD4RMOECFCOGN6QUWSTB9SOMF9|M      |ACT    |       |                 0 |10164990|      |X      |10130903|20,140,226,224,618 |RSDS      |             |ZCRM_ERP_IDENTFICATION        P2CCLNT023|IOBJ      |ATTR         |ZCRM_PROD                 |                         |                         |                         |4XKYQMRV8TF3P0YNFGXVZI0C4|4MTSNTACWG6BJ87LGL1U457HP|         0 |               |         |                                |4XKYQMZJRS0T7NI3LB089JZ1W|          |09XCY8BLLN51JE39AEAHFWF4RBB8DJ35|     |     |                                                            |
|  007UYOSR1UVRP7M020MF6ZWRG2822680|D      |INA    |7.0/04 |20,080,616,152,324 |SAP     |      |       |SAP     |20,080,616,152,324 |RSDS      |             |0UC_AMICAPA_ATTR              R/3701    |IOBJ      |ATTR         |0UCAMICAPA                |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0088HST8FC357WXN5U91ZZPWX0MC9YK6|D      |INA    |7.0/03 |20,071,208,063,453 |SAP     |      |X      |SAP     |20,071,208,063,453 |RSDS      |             |0GCC_GENOBJ_USER_TEXT         ZFLAT3_LEG|IOBJ      |TEXT         |0GCC_USER                 |                         |                         |                         |                         |                         |         0 |               |         |0ODKBCF6OUZ506I70556C9RNII3WZ1F4|                         |          |0ODKBCF6OUZ506I70556C9RNII3WZ1F4|     |     |                                                            |
|  008ETGKLJIXE8LCE9U2MBOVD82WIKINV|D      |INA    |7.0/03 |20,070,119,153,850 |SAP     |      |       |SAP     |20,070,119,153,850 |RSDS      |             |0CCMS_ASR_DATA                P2SCLNT023|CUBE      |             |0CCMSESI                  |                         |                         |4OQKVE7RH1E2JBHEPUL82VORX|4OQKVEFFZZZS1Y0UVONKCXNHP|                         |         0 |               |         |0F4K7N08GWCS9TSG5Y1NZXUZC4RBOFEZ|4OQKVEN4IYLHKKKB1IPWMZM7H|          |0F4K7N08GWCS9TSG5Y1NZXUZC4RBOFEZ|     |     |                                                            |
|  008ORWXVWDBAQB1C8HO9QFNTJ0FIZQB1|D      |INA    |7.0/03 |20,080,113,043,426 |SAP     |      |X      |SAP     |20,080,113,043,426 |RSDS      |             |0GAE_ROLDTLS_LOC              GAC000    |ODSO      |             |0GAE_RDTL                 |                         |                         |                         |487Y1V6LPPG6PGVHZ9FO5D5A6|                         |         0 |               |X        |                                |487Y1VEA8O1W83EY53I0FF3ZY|          |                                |     |     |                                                            |
|  008ZYCZV4I9SFY60B6I185ZBNCL8MS67|D      |INA    |7.0/03 |20,071,127,093,304 |SAP     |      |       |SAP     |20,071,127,093,304 |RSDS      |             |0MATERIAL_ATTR                R/346B    |TRCS      |             |0MATERIAL_ATTR            |                         |                         |                         |47XYWZSTOQLQ5YVP64I2EQRY7|                         |         0 |               |X        |                                |47XYX00I7P7FOLF5BYKEOSQNZ|          |                                |     |     |                                                            |
|  009AYLARGOGRD2WF0ECI677HX0NGNC8W|D      |INA    |7.0/04 |20,090,422,091,546 |SAP     |      |       |SAP     |20,090,422,091,546 |RSDS      |             |0CCMS_DSR_DATA                P2WCLNT023|ODSO      |             |0CCMDDCLI                 |                         |                         |4H91S7NJX1Z6PNJOQSV7NRWOD|4H91S7V8G0KW8A34WMXJXTVE5|                         |         0 |               |         |06D29Q79RXM3TMVMPS5FDUU0YRNYO40F|4H91S82WYZ6LQWML2GZW7VU3X|          |06D29Q79RXM3TMVMPS5FDUU0YRNYO40F|     |     |                                                            |
|  009CAQDAU1A4TR91LGPO8HEU659QHU7R|D      |INA    |7.0/04 |20,100,104,092,235 |SAP     |      |X      |SAP     |20,100,104,092,235 |TRCS      |             |2LIS_03_UM_TR                           |ODSO      |             |0RT_DS62                  |                         |                         |                         |499LKOPC7OZ1628Y749Z3O72U|                         |         0 |               |         |                                |499LKOX0QNKQOOSECYCBDQ5SM|          |                                |     |     |                                                            |
|  009H06SQL7CY01Y2GS7RQ1XUEK7ZICO7|D      |INA    |7.0/04 |20,080,804,041,822 |SAP     |      |       |SAP     |20,080,804,041,822 |RSDS      |             |0CO_OM_OPA_50                 P20CLNT023|CUBE      |             |0OPA_C20                  |                         |                         |                         |                         |                         |         0 |               |         |0NIQ6932Y2ZNGHPUH3Z7CT64SP8MG8H5|                         |          |0NIQ6932Y2ZNGHPUH3Z7CT64SP8MG8H5|     |     |                                                            |
|  00A2OP8GAQ84946G5SI7J6QCURWWC3OT|D      |INA    |7.0/04 |20,080,612,104,515 |SAP     |      |       |SAP     |20,080,612,104,515 |RSDS      |             |0PM_SCH_PLND_ORDER            P20CLNT023|CUBE      |             |0PM_C11                   |                         |                         |                         |                         |                         |         0 |               |         |0NI582XW31NUTEFIF07T49NXD25FQJBL|                         |          |0NI582XW31NUTEFIF07T49NXD25FQJBL|     |     |                                                            |
|  00AL1IG0N50QYILAFVEHUS432QAE9L80|D      |INA    |7.0/03 |20,070,131,090,203 |SAP     |      |       |SAP     |20,070,131,090,203 |RSDS      |             |0FC_AUGRD_TEXT                R/3710    |IOBJ      |TEXT         |0FC_CLEARR                |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  00B8TOFVHGPR6B7G8I7VSVA9H7NV00VK|D      |INA    |7.0/04 |20,091,012,152,548 |SAP     |      |       |SAP     |20,091,012,152,548 |RSDS      |             |0RT_RMA_MBEW_TRAN             SAPISR604 |CUBE      |             |0RMA_VC01                 |                         |                         |49GAIV28IGBWB2YY4NUB8BSGM|49EL2C8RTSUSPA250OMC495NA|                         |         0 |               |X        |                                |49EL2CGGCRGI7WLL6IOOEB4D2|          |                                |     |     |                                                            |
|  00BMRGBWTMGKO9JM9S5V2DB0BWB7XWCK|D      |INA    |7.0/03 |20,060,815,213,545 |SAP     |      |       |SAP     |20,060,815,213,545 |RSDS      |             |0WFA_SCHEDEXCP_TEXT           R/3700    |IOBJ      |TEXT         |0CRM_SCEXP                |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  00BO8FHA0PD6K78Q1UARN94MAZEQZVBP|D      |INA    |7.0/03 |20,070,828,151,924 |SAP     |      |X      |SAP     |20,070,828,151,924 |RSDS      |             |0XA_SA_LBUYER                 XSA010    |IOBJ      |ATTR         |0XSABUYER                 |                         |                         |                         |451MAO63VVT6D3U4DPEEBL5A6|                         |         0 |               |X        |                                |451MAODSEUEVVQDKJJGQLN3ZY|          |                                |     |     |xA TF ERP Buyer ATTR: 0XA_SA_LBUYER  ->  0XSABUYER          |
|  00BP9O7RI752VF2KQ58X9XAJZB9NWKZW|D      |INA    |7.0/03 |20,080,112,235,202 |SAP     |      |X      |SAP     |20,080,112,235,202 |RSDS      |             |0GAE_COMPANY_LOC              GAC000    |ODSO      |             |0GAE_COML                 |                         |                         |                         |482XFFLS0PC9UWCS2GAEWHCE6|                         |         0 |               |X        |                                |482XFFTGJNXZDIW88ACR6JB3Y|          |                                |     |     |                                                            |
|  00BT6V6NOYQTMV7RS6GXX54BIYQ3QR8R|D      |INA    |7.0/03 |20,070,418,091,211 |SAP     |      |X      |SAP     |20,070,418,091,211 |RSDS      |             |0CCMS_WEBAS_STATREC_DATA      P2CCLNT023|CUBE      |             |0CCMWRRCD                 |                         |                         |4SZ8DI1X7H3T2RK3MA3TF73N5|4SZ8DI9LQFPILE3JS465P92CX|                         |         0 |               |         |0J2YBJBQD4WWJLUODT1GT5J3TGBXXLCH|4SZ8DIHA9EB840MZXY8HZB12P|          |0J2YBJBQD4WWJLUODT1GT5J3TGBXXLCH|     |     |                                                            |
|  00BTKDB1X1JS1UWUT07XH6XCRSECCHKV|D      |INA    |7.0/04 |20,090,416,095,056 |SAP     |      |X      |SAP     |20,090,416,095,056 |CUBE      |             |0OA2_C02                                |ODSO      |             |0OA2_DS03                 |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  00C9K4CC0LWEWPNNXS5A1IPWOGUNTLMR|D      |INA    |7.0/04 |20,080,505,105,830 |SAP     |      |       |SAP     |20,080,505,105,830 |RSDS      |             |0FMD_CCODE_TEXT               P2WCLNT023|IOBJ      |TEXT         |0FMD_CCODE                |                         |                         |                         |                         |                         |         0 |               |         |0C0W3CBGPIR0HCPHEAHYD3U806UGAYG6|                         |          |0C0W3CBGPIR0HCPHEAHYD3U806UGAYG6|     |     |                                                            |
|  00CBHULDTJ3LAAZ6Y498O2HBWXS0K5TE|D      |INA    |7.0/04 |20,090,422,080,110 |SAP     |      |       |SAP     |20,090,422,080,110 |RSDS      |             |0CCMS_WEBAS_STATREC_DATA      P2CCLNT023|ODSO      |             |0CCMWDTAB                 |                         |                         |4SZ8CP8Y3PP488MHQJBRPTWZ5|4SZ8CPGMMOATQV5XWDE3ZVVOX|                         |         0 |               |         |04LPXE8CD3NT7KP66KAR8T6343B7GIAL|4SZ8CPOB5MWJ9HPE27GG9XUEP|          |04LPXE8CD3NT7KP66KAR8T6343B7GIAL|     |     |                                                            |
|  00CJLUQR1AHXNWZUWD31XFYD8WOCIM16|D      |INA    |7.0/03 |20,060,328,214,144 |SAP     |      |       |SAP     |20,060,328,214,144 |RSDS      |             |0VK_UDC_EXIT_TYPE             PC_FILE   |IOBJ      |TEXT         |0VKEXITID                 |                         |                         |                         |                         |                         |         0 |               |         |06YYRDNV20WF1V7ATQZ8392G81URN2KK|                         |          |06YYRDNV20WF1V7ATQZ8392G81URN2KK|     |     |                                                            |
|  00CORRJOVIYNBCD94OJBQ3RMO8KQTU35|D      |INA    |7.0/03 |20,071,219,182,351 |SAP     |      |       |SAP     |20,071,219,182,351 |RSDS      |             |0GCC_ADMIN_TEXT                         |ODSO      |             |0GCC_ADLD                 |                         |                         |                         |486XQA4R386ZHMTPD3AM7PK3I|                         |         0 |               |X        |                                |486XQACFM6SP09D5IXCYHRITA|          |                                |     |     |                                                            |
